,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
2349,eBay Inc.,"San Jose, CA","Ability to mentor other data scientists and engineers. The team works on heterogeneous data sets (behavioral, transaction and crawled data) and focuses on...",Machine Learning Engineer,,95000.0
2350,Ancestry,"San Francisco, CA","Identify and understand various data sources; Build tools and services to improve analysis and experimentation throughput, and work with Data Warehouse team to...","Senior Statistical Analyst, Product Analytics",,95000.0
2351,SoFi,"San Francisco, CA","You are a rockstar data and analytics guru with a background in engineer, math, physics, data science or marketing analytics....","Senior Quantitative Analyst, Analytics",,95000.0
2352,Kaiser Permanente,"Pleasanton, CA","Digital Prefer experience as a Data Scientist. You will manage the research, analysis, and monitoring of financial, technological and demographic factors and...","Director, Digital Analytics",,95000.0
2353,LendUp,"San Francisco, CA","Over 4 years of experience in a Data Scientist role. Learn from some of the smartest, most experienced, scientists and engineers in the world....",Principal Data Scientist,,95000.0
2354,Symantec,"Mountain View, CA",Data Scientist to join our Marketing Analytics team. Work with Engineering and Product teams who create the data pipelines to ensure the appropriate metrics and...,Sr Data Scientist,,95000.0
2355,Redfish Technology - High Tech Executive Recruiter...,"San Francisco, CA","#22976 Data Scientist. Conduct data analyses; Deep understand of and experience with data analysis. San Francisco, CA....",Data Scientist,,95000.0
2356,Salesforce,"San Francisco, CA",Lead/Principal Data Scientist - Search. Data Science & Machine Learning Methodologies. We have unique data and lots of it....,Lead/Principal Data Scientist - Search,,95000.0
2357,eBay Inc.,"San Jose, CA",The team is looking for a senior data scientist experienced in machine learning to help improve the robustness and sensitivity of the metrics used across goal...,Senior Data Scientist,,95000.0
2358,Lawrence Livermore National Laboratory (LLNL),"Livermore, CA 94550","Experience with data analysis programming languages, such as IDL and Python.- Knowledge of tokamak operation and interpretation of experimental data....",Postdoctoral Research Staff Member - Physics,,95000.0
2359,Protagonist Therapeutics,"Newark, CA 94560","To interpret and to use structural data, biological assay data, stability data, mutagenesis data, sequencing data, pharmacological data etc in the design of...",Computational Chemist,,95000.0
2360,Twist Bioscience,"San Francisco, CA 94158 (South Of Market area)",Twist is looking for a Field Application Scientist (FAS) to serve as a primary technical field contact for Twist’s customers and to be an integral part of our...,"Field Application Scientist, North America West",,95000.0
2361,"A2Z Development Center, Inc.","Sunnyvale, CA","As a Senior Machine Learning Architect, you will be responsible for researching multiple approaches to executing and accelerating Neural Networks for speech...",Sr. Machine Learning Architect,,95000.0
2362,Salesforce,"San Francisco, CA","You’re intensely curious about data and highly adept in analyzing large volumes of data, then teasing out valuable signals therein....",Lead / Principal Data Scientist - Security Analytics,,95000.0
2363,PAX Labs,"San Francisco, CA",Establishing processes for cross-functional collaboration and for deriving actionable insights from data....,"Associate, Strategy and Business Operations",,95000.0
2364,Square,"San Francisco, CA 94103 (South Of Market area)","Data replication pipelines, for moving data at scale. As a shared infrastructure team, our customers span the gamut from other application teams to data...","Senior Software Engineer, Data",,95000.0
2365,NVIDIA,"Santa Clara, CA",Experience using AI/ML/DL frameworks and data science tools and algorithms. Build and cultivate internal understanding of data analytics and machine learning...,Solutions Architect,,95000.0
2366,10x Genomics,"Pleasanton, CA 94566","We want computer scientists and engineers – not just programmers – who excel at creating elegant, practical solutions at every level from web APIs down to LLVM...",Software Quality Engineer,,95000.0
2367,Databricks,"San Francisco, CA","Founded by the team who created Apache Spark™, Databricks provides a Unified Analytics Platform for data science teams to collaborate with data engineering and...","Product Manager, Machine Learning",,95000.0
2368,Workbridge Associates,"San Francisco, CA",Experience working closely with data engineering's. A fraud detection and big data analytics software startup in San Mateo is hiring a Senior Research Engineer...,Machine Learning Engineer- Startup!,"$160,000 - $170,000 a year",95000.0
2369,FICO,"San Diego, CA",Some related work experience in predictive modeling and data mining. Assist with client meetings to investigate and resolve production data problems....,Analytic Science - Scientist II,,95000.0
2370,Lawrence Livermore National Laboratory (LLNL),"Livermore, CA 94550","Extensive experience developing highly complex diagnostics, image processing, and data analysis. Substantial experience overseeing the experimental activities...",High Energy Density Science and Technology Experimental Physicist,,95000.0
2371,"Berkeley Lights, Inc.","Emeryville, CA",Apply expertise in software and machine learning to a wide range of data analysis problems. MS degree or equivalent in computer science or a quantitative...,Sr. Software Engineer - Image Processing,,95000.0
2372,Ayasdi,"Menlo Park, CA 94025","Work with data scientists, other engineers and usability experts to design and implement appropriate abstractions and interfaces to our system....",Python Engineer,,95000.0
2373,Walmart eCommerce,"Sunnyvale, CA",Experience building data ingestion pipelines for petabytes scale data into Hadoop. Experience building frameworks used for data ingestion....,Senior Big-Data Tools Engineer,,95000.0
2374,JUUL Labs,"San Francisco, CA",Understanding of basic middleware and data transfer/sync concepts. Document data flows leading into and out of Salesforce....,Business Systems Analyst,,95000.0
2375,JD Power and Associates,"Westlake Village, CA","Our scientists, Ph.D. As Chief Architect you will be responsible for leading our technology innovation including advancing our social, mobile, global and data /...",Chief Architect,,95000.0
2376,"Berkeley Lights, Inc.","Emeryville, CA","Proficient data analysis skills; Qualified candidates will be a scientist or engineer with excellent communication and customer service skills, experienced with...",Field Applications Scientist - Germany,,95000.0
2377,Tandem Recruiting Group,"Santa Clara, CA","Its Research Institute accumulates over a decade R&D experience in Video Camera, Image Processing, Video Transmission and Display, Data Storage, Artificial...",Senior Machine Learning Scientist,"$150,000 - $200,000 a year",95000.0
2378,PAX Labs,"San Francisco, CA","Organization and documentation of client data and reporting. We’re actively looking to hire the world’s best scientists, engineers, designers, product managers,...",Business Development Associate,,95000.0
2379,"Berkeley Lights, Inc.","Emeryville, CA",Proficient data analysis skills and understanding of statistics; Our scientists develop unprecedented capabilities and revolutionize the biological sciences....,Sr. Development Engineer,,95000.0
2380,Tinder,"Palo Alto, CA",Hands-on experience in big data framework such as Spark and Hadoop. We are looking for a Computer Vision Scientist to implement computer vision and image...,Senior Computer Vision Scientist,,95000.0
2381,San Bernardino County,"Colton, CA",One (1) year of full-time experience as a Clinical Laboratory Scientist. Evaluation of patient data for accuracy and proper reporting of critical results to...,Per Diem - Clinical Laboratory Scientist,$52.03 - $53.32 an hour,95000.0
2382,Dollar Shave Club,"Marina del Rey, CA 90292","This DATA ENGINEER will be a member of the Data Science & Engineering Team, which is a Center of Excellence for Data Science, Data Transport and Cluster...",Sr. Data Engineer,,95000.0
2383,ForeScout,"San Jose, CA",Work with a group of security researchers and data scientists to analyze unique context-rich endpoint and network security data collected through our cloud...,Security Researcher,,95000.0
2384,Smith Hanley Associates,"Irvine, CA","Senior Data Scientist. Experience working with large datasets using big data technologies (Spark, Hive, Hadoop)....",Senior Data Scientist,"$140,000 - $160,000 a year",95000.0
