,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
673,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
674,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
675,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems.... read more",Data Scientist,,60000.0
676,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing.... read more",Firmware Data Scientist,,60000.0
677,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis.... read more",Sr. Data Scientist,,60000.0
678,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies.... read more,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
679,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation.... read more","VF Corporation: Director, Digital Analytics",,60000.0
680,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with... read more,"Lead Instructor, Principal Data Scientist",,60000.0
681,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important... read more",Senior Data Scientist,,60000.0
682,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning... read more",Remote Sensing Scientist,,60000.0
683,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data... read more","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
684,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems.... read more",Data Scientist,,60000.0
685,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing.... read more",Firmware Data Scientist,,60000.0
686,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis.... read more",Sr. Data Scientist,,60000.0
687,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies.... read more,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
688,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation.... read more","VF Corporation: Director, Digital Analytics",,60000.0
689,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with... read more,"Lead Instructor, Principal Data Scientist",,60000.0
690,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important... read more",Senior Data Scientist,,60000.0
691,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning... read more",Remote Sensing Scientist,,60000.0
692,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data... read more","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
693,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
694,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
695,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,60000.0
696,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,60000.0
697,The North Face,"Alameda, CA","Inspire, manage and develop the team's data scientist. Manage agencies to help drive digital data innovation....","VF Corporation: Director, Digital Analytics",,60000.0
698,Galvanize,"San Francisco, CA",Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...,"Lead Instructor, Principal Data Scientist",,60000.0
699,Quantifind,"Menlo Park, CA","At Quantifind, we look to integrate large amounts of data from diverse data sources (structured financial data or unstructured social data) to drive important...",Senior Data Scientist,,60000.0
700,Capella Space,"Palo Alto, CA","Capella is looking for an enthusiastic remote sensing data scientist with expertise in radar signal processing, electro-optical data analysis, machine learning...",Remote Sensing Scientist,,60000.0
701,USC,"Los Angeles, CA","An innovative data core provides sophisticated data and analytic support – including research programmers, a statistician, system administrator, and a data...","Elizabeth Garrett Chair in Health Policy, Economics, & Law",,60000.0
702,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,60000.0
703,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,60000.0
704,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,60000.0
705,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,60000.0
